checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
24.0,25.0,23.0,23.0,163.0,66.5,65.6,64.9,64.8,64.3,81.0,77.0,75.0,74.0,73.0,0.9,0.7,0.1,0.5,2.2,4.0,2.0,1.0,1.0,8.0
19.0,27.0,21.0,15.0,158.0,55.0,53.8,53.8,53.0,52.8,77.0,74.0,73.0,73.0,75.0,1.2,0.0,0.8,0.2,2.2,3.0,1.0,0.0,-2.0,2.0
19.0,16.0,19.0,16.0,166.0,83.7,82.7,82.1,80.3,80.9,92.0,89.0,87.0,85.0,84.0,1.0,0.6,1.8,-0.6,2.8,3.0,2.0,2.0,1.0,8.0
19.0,13.0,15.0,9.0,151.0,49.2,48.8,48.1,47.7,47.9,72.0,71.0,70.0,69.5,66.0,0.4,0.7,0.4,-0.2,1.3,1.0,1.0,0.5,3.5,6.0
26.0,25.0,25.0,15.0,155.0,56.2,54.8,53.7,52.3,52.5,71.0,70.0,67.0,64.5,64.5,1.4,1.1,1.4,-0.2,3.7,1.0,3.0,2.5,0.0,6.5
28.0,28.0,28.0,28.0,162.0,70.6,70.1,69.3,68.8,68.0,79.0,76.0,76.0,76.0,75.0,0.5,0.8,0.5,0.8,2.6,3.0,0.0,0.0,1.0,4.0
28.0,28.0,28.0,28.0,164.0,72.5,71.2,71.2,69.7,69.5,84.0,80.0,81.0,78.0,79.0,1.3,0.0,1.5,0.2,3.0,4.0,-1.0,3.0,-1.0,5.0
28.0,27.0,27.0,27.0,152.0,49.3,48.3,47.6,46.8,46.1,76.0,74.5,73.0,73.0,71.0,1.0,0.7,0.8,0.7,3.2,1.5,1.5,0.0,2.0,5.0
14.0,4.0,12.0,10.0,159.0,55.0,53.8,53.6,53.1,52.5,84.0,82.0,82.0,80.0,79.0,1.2,0.2,0.5,0.6,2.5,2.0,0.0,2.0,1.0,5.0
22.0,26.0,23.0,18.0,162.0,77.6,77.0,76.4,75.7,75.0,87.5,85.5,83.5,82.5,82.0,0.6,0.6,0.7,0.7,2.6,2.0,2.0,1.0,0.5,5.5
21.0,24.0,21.0,23.0,180.0,104.6,101.6,99.6,98.8,97.9,100.0,101.0,95.0,95.0,98.0,3.0,2.0,0.8,0.9,6.7,-1.0,6.0,0.0,-3.0,2.0
23.0,24.0,17.0,19.0,162.0,76.5,74.5,74.2,73.3,72.9,84.0,81.0,80.0,78.0,76.0,2.0,0.3,0.9,0.4,3.6,3.0,1.0,2.0,2.0,8.0
23.0,28.0,9.0,24.0,161.0,53.7,52.6,52.5,52.5,52.0,77.5,77.5,76.5,75.0,74.5,1.1,0.1,0.0,0.5,1.7,0.0,1.0,1.5,0.5,3.0
28.0,24.0,28.0,23.0,168.0,60.8,59.5,60.0,59.0,59.0,72.0,68.1,67.3,67.5,67.0,1.3,-0.5,1.0,0.0,1.8,3.9,0.8,-0.2,0.5,5.0
27.0,27.0,24.0,26.0,161.0,54.7,53.4,52.5,52.2,51.0,69.5,68.0,66.0,67.0,66.0,1.3,0.9,0.3,1.2,3.7,1.5,2.0,-1.0,1.0,3.5
24.0,23.0,25.0,24.0,157.0,48.8,47.4,47.4,46.8,46.3,63.0,63.0,61.5,61.0,61.0,1.4,0.0,0.6,0.5,2.5,0.0,1.5,0.5,0.0,2.0
27.0,28.0,28.0,17.0,166.0,63.4,61.8,60.6,59.7,58.9,82.0,79.5,77.5,74.5,74.5,1.6,1.2,0.9,0.8,4.5,2.5,2.0,3.0,0.0,7.5
24.0,21.0,26.0,24.0,163.0,71.0,68.8,68.3,67.7,67.9,89.0,84.0,82.0,81.0,80.0,2.2,0.5,0.6,-0.2,3.1,5.0,2.0,1.0,1.0,9.0
25.0,26.0,24.0,13.0,156.0,60.4,59.2,59.1,58.8,58.2,79.0,77.5,79.0,78.5,77.0,1.2,0.1,0.3,0.6,2.2,1.5,-1.5,0.5,1.5,2.0
14.0,22.0,25.0,9.0,160.0,59.2,57.9,57.7,57.5,57.0,84.0,75.5,77.0,76.0,75.0,1.3,0.2,0.2,0.5,2.2,8.5,-1.5,1.0,1.0,9.0
27.0,25.0,27.0,24.0,160.0,72.1,70.4,69.8,69.2,68.1,90.0,85.0,90.0,90.0,85.0,1.7,0.6,0.6,1.1,4.0,5.0,-5.0,0.0,5.0,5.0
21.0,26.0,28.0,27.0,163.0,51.6,49.8,50.4,50.5,50.5,64.0,64.0,64.0,64.0,63.0,1.8,-0.6,-0.1,0.0,1.1,0.0,0.0,0.0,1.0,1.0
24.0,28.0,23.0,23.0,168.0,62.0,61.5,59.7,59.3,58.5,77.0,76.0,71.5,70.5,70.0,0.5,1.8,0.4,0.8,3.5,1.0,4.5,1.0,0.5,7.0
23.0,27.0,27.0,27.0,178.0,78.0,75.4,75.0,73.4,73.5,88.0,86.0,86.0,84.0,84.0,2.6,0.4,1.6,-0.1,4.5,2.0,0.0,2.0,0.0,4.0
24.0,28.0,28.0,28.0,164.0,57.1,56.8,56.8,56.3,56.9,70.0,68.0,68.0,67.0,67.0,0.3,0.0,0.5,-0.6,0.2,2.0,0.0,1.0,0.0,3.0
24.0,24.0,21.0,21.0,177.0,85.0,83.4,82.4,82.0,82.0,99.0,96.0,89.0,88.0,90.0,1.6,1.0,0.4,0.0,3.0,3.0,7.0,1.0,-2.0,9.0
20.0,21.0,20.0,23.0,158.0,62.4,61.8,59.8,60.2,60.1,73.0,72.5,70.5,70.3,70.0,0.6,2.0,-0.4,0.1,2.3,0.5,2.0,0.2,0.3,3.0
17.0,13.0,11.0,3.0,175.0,78.2,75.4,75.5,75.1,75.3,84.0,82.5,81.0,80.0,81.5,2.8,-0.1,0.4,-0.2,2.9,1.5,1.5,1.0,-1.5,2.5
