checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
20.0,23.0,21.0,13.0,167.0,57.0,56.1,55.5,55.1,54.6,72.0,70.0,69.5,69.1,68.8,0.9,0.6,0.4,0.5,2.4,2.0,0.5,0.4,0.3,3.2
27.0,24.0,27.0,26.0,167.0,62.1,60.5,60.1,59.4,59.2,76.0,74.5,73.4,71.2,70.5,1.6,0.4,0.7,0.2,2.9,1.5,1.1,2.2,0.7,5.5
22.0,17.0,24.0,18.0,163.0,61.4,60.0,59.6,58.3,58.4,76.5,73.5,72.0,72.0,72.0,1.4,0.4,1.3,-0.1,3.0,3.0,1.5,0.0,0.0,4.5
23.0,25.0,19.0,17.0,158.0,61.4,59.5,58.6,58.3,57.7,85.0,83.0,81.0,81.0,80.0,1.9,0.9,0.3,0.6,3.7,2.0,2.0,0.0,1.0,5.0
18.0,25.0,26.0,25.0,158.0,71.0,68.5,68.0,68.0,68.0,96.0,92.0,90.0,90.0,89.0,2.5,0.5,0.0,0.0,3.0,4.0,2.0,0.0,1.0,7.0
15.0,20.0,20.0,11.0,174.0,56.4,55.6,55.6,56.0,55.4,63.0,65.0,61.7,61.5,60.5,0.8,0.0,-0.4,0.6,1.0,-2.0,3.3,0.2,1.0,2.5
19.0,21.0,19.0,21.0,161.0,50.5,49.6,49.1,48.9,48.6,72.0,69.0,69.0,67.0,68.0,0.9,0.5,0.2,0.3,1.9,3.0,0.0,2.0,-1.0,4.0
24.0,28.0,25.0,26.0,165.0,57.6,56.7,56.1,55.4,54.6,69.5,67.5,67.0,66.5,65.0,0.9,0.6,0.7,0.8,3.0,2.0,0.5,0.5,1.5,4.5
27.0,26.0,12.0,6.0,165.0,52.4,51.6,51.4,51.4,51.4,69.0,68.0,68.0,67.0,66.0,0.8,0.2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0
23.0,27.0,23.0,23.0,162.0,61.1,58.5,57.5,57.0,56.1,80.0,76.0,74.0,73.0,73.0,2.6,1.0,0.5,0.9,5.0,4.0,2.0,1.0,0.0,7.0
19.0,22.0,22.0,13.0,168.0,58.1,56.4,56.9,56.0,56.0,74.5,68.0,66.0,65.0,65.0,1.7,-0.5,0.9,0.0,2.1,6.5,2.0,1.0,0.0,9.5
24.0,28.0,21.0,25.0,180.0,93.0,91.4,90.0,88.3,86.8,101.5,100.0,96.5,95.0,93.0,1.6,1.4,1.7,1.5,6.2,1.5,3.5,1.5,2.0,8.5
24.0,28.0,28.0,28.0,166.0,56.0,54.8,54.4,53.3,53.0,71.0,69.0,68.0,67.0,66.0,1.2,0.4,1.1,0.3,3.0,2.0,1.0,1.0,1.0,5.0
22.0,22.0,24.0,10.0,164.0,76.2,73.7,72.8,71.8,71.2,84.0,81.0,79.0,80.0,79.0,2.5,0.9,1.0,0.6,5.0,3.0,2.0,-1.0,1.0,5.0
0.0,24.0,27.0,26.0,152.0,44.0,42.3,41.8,42.5,41.4,64.0,62.0,61.5,61.0,61.0,1.7,0.5,-0.7,1.1,2.6,2.0,0.5,0.5,0.0,3.0
23.0,27.0,26.0,19.0,158.0,51.5,50.5,50.5,50.8,50.3,70.0,66.0,65.0,65.0,65.0,1.0,0.0,-0.3,0.5,1.2,4.0,1.0,0.0,0.0,5.0
22.0,19.0,20.0,20.0,176.0,92.5,90.5,89.0,87.4,87.0,97.0,93.0,92.0,89.0,87.5,2.0,1.5,1.6,0.4,5.5,4.0,1.0,3.0,1.5,9.5
23.0,27.0,23.0,27.0,155.0,59.0,57.8,57.5,57.5,57.5,77.0,75.0,74.0,74.5,76.0,1.2,0.3,0.0,0.0,1.5,2.0,1.0,-0.5,-1.5,1.0
22.0,24.0,28.0,22.0,164.0,66.0,64.8,64.1,63.1,62.5,83.0,83.0,81.0,80.0,79.0,1.2,0.7,1.0,0.6,3.5,0.0,2.0,1.0,1.0,4.0
19.0,23.0,18.0,20.0,170.0,69.0,66.1,65.3,65.3,65.2,77.0,75.0,73.0,72.0,71.5,2.9,0.8,0.0,0.1,3.8,2.0,2.0,1.0,0.5,5.5
28.0,28.0,28.0,14.0,153.0,56.5,55.4,55.0,55.0,53.6,85.0,84.0,80.0,78.0,76.0,1.1,0.4,0.0,1.4,2.9,1.0,4.0,2.0,2.0,9.0
24.0,27.0,24.0,11.0,169.0,63.4,60.9,59.9,58.8,59.2,74.0,70.0,68.0,66.0,66.0,2.5,1.0,1.1,-0.4,4.2,4.0,2.0,2.0,0.0,8.0
26.0,23.0,25.0,21.0,163.0,66.2,63.8,63.0,61.9,61.2,75.0,70.0,68.0,65.0,69.0,2.4,0.8,1.1,0.7,5.0,5.0,2.0,3.0,-4.0,6.0
22.0,24.0,22.0,22.0,161.0,68.1,66.1,67.0,66.0,66.3,80.0,76.0,75.0,74.0,73.0,2.0,-0.9,1.0,-0.3,1.8,4.0,1.0,1.0,1.0,7.0
28.0,28.0,28.0,24.0,165.0,89.7,88.5,87.5,86.6,85.8,98.0,97.0,95.0,94.0,92.0,1.2,1.0,0.9,0.8,3.9,1.0,2.0,1.0,2.0,6.0
28.0,28.0,28.0,27.0,156.0,59.0,58.4,58.1,57.7,56.8,76.0,75.0,74.0,73.0,73.0,0.6,0.3,0.4,0.9,2.2,1.0,1.0,1.0,0.0,3.0
15.0,18.0,19.0,11.0,155.0,48.6,47.9,48.3,48.3,48.0,70.0,69.0,64.0,65.5,66.5,0.7,-0.4,0.0,0.3,0.6,1.0,5.0,-1.5,-1.0,3.5
18.0,24.0,22.0,16.0,161.0,66.8,66.2,65.4,64.3,64.3,80.0,77.0,76.0,76.0,75.0,0.6,0.8,1.1,0.0,2.5,3.0,1.0,0.0,1.0,5.0
23.0,26.0,24.0,19.0,166.0,58.2,56.3,55.4,54.9,54.0,75.5,73.8,71.0,70.0,68.0,1.9,0.9,0.5,0.9,4.2,1.7,2.8,1.0,2.0,7.5
16.0,6.0,20.0,12.0,166.0,58.7,58.2,58.0,57.5,56.5,82.0,83.0,82.0,81.0,81.0,0.5,0.2,0.5,1.0,2.2,-1.0,1.0,1.0,0.0,1.0
23.0,25.0,25.0,23.0,157.0,55.6,54.2,54.3,54.7,53.8,68.0,67.0,66.0,66.0,65.0,1.4,-0.1,-0.4,0.9,1.8,1.0,1.0,0.0,1.0,3.0
22.0,22.0,19.0,18.0,167.0,67.0,65.8,65.8,66.0,65.7,85.0,81.5,82.0,80.0,75.0,1.2,0.0,-0.2,0.3,1.3,3.5,-0.5,2.0,5.0,10.0
20.0,25.0,19.0,19.0,162.0,56.8,56.4,55.9,55.7,56.0,72.5,72.5,71.0,70.0,71.0,0.4,0.5,0.2,-0.3,0.8,0.0,1.5,1.0,-1.0,1.5
24.0,28.0,28.0,28.0,163.0,60.0,59.4,57.6,58.0,56.8,80.5,77.5,76.0,75.0,75.0,0.6,1.8,-0.4,1.2,3.2,3.0,1.5,1.0,0.0,5.5
21.0,23.0,25.0,21.0,169.0,55.1,54.0,53.0,52.7,52.9,66.0,65.0,64.0,63.5,64.0,1.1,1.0,0.3,-0.2,2.2,1.0,1.0,0.5,-0.5,2.0
21.0,27.0,27.0,27.0,163.0,66.4,64.4,64.0,63.5,62.7,78.0,76.0,74.5,73.0,73.0,2.0,0.4,0.5,0.8,3.7,2.0,1.5,1.5,0.0,5.0
28.0,28.0,28.0,28.0,169.0,73.0,72.0,71.5,71.0,69.0,83.0,80.0,78.0,78.0,76.0,1.0,0.5,0.5,2.0,4.0,3.0,2.0,0.0,2.0,7.0
18.0,22.0,22.0,21.0,163.0,61.2,59.0,58.6,58.4,58.1,73.0,71.0,70.0,71.0,70.0,2.2,0.4,0.2,0.3,3.1,2.0,1.0,-1.0,1.0,3.0
24.0,27.0,28.0,10.0,163.0,62.6,61.4,61.3,60.6,60.6,78.0,74.0,73.0,72.0,72.5,1.2,0.1,0.7,0.0,2.0,4.0,1.0,1.0,-0.5,5.5
16.0,14.0,11.0,0.0,163.0,56.0,54.9,54.2,54.0,54.0,74.0,72.5,71.5,71.0,70.5,1.1,0.7,0.2,0.0,2.0,1.5,1.0,0.5,0.5,3.5
24.0,27.0,20.0,22.0,157.0,61.7,60.8,59.5,59.5,58.8,78.0,77.0,74.5,73.5,73.0,0.9,1.3,0.0,0.7,2.9,1.0,2.5,1.0,0.5,5.0
23.0,26.0,21.0,25.0,161.0,62.5,62.0,61.5,61.0,60.0,84.0,84.0,80.0,79.0,78.0,0.5,0.5,0.5,1.0,2.5,0.0,4.0,1.0,1.0,6.0
23.0,27.0,26.0,20.0,164.0,62.7,61.2,60.7,60.5,59.7,76.0,75.0,71.0,70.0,69.0,1.5,0.5,0.2,0.8,3.0,1.0,4.0,1.0,1.0,7.0
28.0,28.0,25.0,21.0,172.0,60.9,60.1,58.5,57.5,57.0,73.0,71.0,70.0,70.0,70.0,0.8,1.6,1.0,0.5,3.9,2.0,1.0,0.0,0.0,3.0
24.0,27.0,28.0,26.0,162.0,68.0,66.0,65.0,64.5,64.3,80.0,77.0,74.0,71.0,72.0,2.0,1.0,0.5,0.2,3.7,3.0,3.0,3.0,-1.0,8.0
23.0,27.0,24.0,16.0,158.0,53.5,53.0,52.0,51.9,51.5,70.0,67.0,66.0,64.0,62.0,0.5,1.0,0.1,0.4,2.0,3.0,1.0,2.0,2.0,8.0
26.0,28.0,27.0,25.0,168.0,57.5,57.2,56.1,56.1,55.4,67.0,66.5,66.0,65.0,65.0,0.3,1.1,0.0,0.7,2.1,0.5,0.5,1.0,0.0,2.0
21.0,23.0,23.0,22.0,170.0,69.3,68.2,67.5,67.0,67.4,85.0,80.5,79.0,77.5,76.0,1.1,0.7,0.5,-0.4,1.9,4.5,1.5,1.5,1.5,9.0
20.0,23.0,20.0,8.0,162.0,54.5,53.1,52.8,52.2,52.6,74.9,71.0,71.0,71.0,71.0,1.4,0.3,0.6,-0.4,1.9,3.9,0.0,0.0,0.0,3.9
20.0,20.0,25.0,22.0,177.0,68.3,67.2,67.0,65.5,65.1,77.0,74.0,72.0,70.0,71.0,1.1,0.2,1.5,0.4,3.2,3.0,2.0,2.0,-1.0,6.0
22.0,24.0,21.0,15.0,162.0,59.5,57.1,58.0,57.5,57.3,75.0,73.0,71.0,70.0,70.0,2.4,-0.9,0.5,0.2,2.2,2.0,2.0,1.0,0.0,5.0
21.0,25.0,26.0,24.0,173.0,89.0,85.8,84.3,83.3,81.0,100.0,98.0,97.0,93.0,91.0,3.2,1.5,1.0,2.3,8.0,2.0,1.0,4.0,2.0,9.0
20.0,20.0,7.0,5.0,160.0,65.0,64.0,63.0,63.5,61.5,97.0,96.0,95.0,95.0,94.5,1.0,1.0,-0.5,2.0,3.5,1.0,1.0,0.0,0.5,2.5
20.0,22.0,18.0,12.0,185.0,109.0,105.0,103.7,103.7,102.0,114.0,113.0,112.0,112.0,111.0,4.0,1.3,0.0,1.7,7.0,1.0,1.0,0.0,1.0,3.0
0.0,1.0,0.0,9.0,155.0,65.3,63.8,62.9,61.8,62.1,82.0,82.0,81.0,80.0,79.0,1.5,0.9,1.1,-0.3,3.2,0.0,1.0,1.0,1.0,3.0
24.0,26.0,28.0,27.0,160.0,80.0,77.1,76.2,74.5,73.0,82.0,88.0,86.0,86.0,80.0,2.9,0.9,1.7,1.5,7.0,-6.0,2.0,0.0,6.0,2.0
23.0,26.0,27.0,26.0,162.0,70.0,68.5,67.8,67.1,66.5,83.0,80.0,78.5,78.0,77.0,1.5,0.7,0.7,0.6,3.5,3.0,1.5,0.5,1.0,6.0
23.0,27.0,22.0,19.0,166.0,91.0,89.0,86.8,85.0,84.5,98.0,95.0,96.0,96.0,94.0,2.0,2.2,1.8,0.5,6.5,3.0,-1.0,0.0,2.0,4.0
23.0,28.0,28.0,24.0,158.0,61.0,59.8,58.0,57.0,57.0,85.0,80.0,78.0,76.0,76.0,1.2,1.8,1.0,0.0,4.0,5.0,2.0,2.0,0.0,9.0
27.0,25.0,19.0,19.0,168.0,68.3,66.3,64.7,64.5,64.1,86.0,84.0,83.0,82.0,80.0,2.0,1.6,0.2,0.4,4.2,2.0,1.0,1.0,2.0,6.0
24.0,28.0,27.0,27.0,167.0,64.7,63.3,63.1,61.8,62.1,76.0,73.0,72.0,72.0,72.0,1.4,0.2,1.3,-0.3,2.6,3.0,1.0,0.0,0.0,4.0
27.0,24.0,20.0,23.0,168.0,62.5,61.4,61.6,61.1,58.6,73.0,71.0,70.0,69.0,68.0,1.1,-0.2,0.5,2.5,3.9,2.0,1.0,1.0,1.0,5.0
23.0,25.0,27.0,20.0,172.0,82.5,80.3,79.6,79.4,78.0,95.0,93.0,93.0,90.0,87.0,2.2,0.7,0.2,1.4,4.5,2.0,0.0,3.0,3.0,8.0
20.0,13.0,14.0,12.0,160.0,49.1,48.3,48.2,48.0,46.5,67.0,64.0,63.0,62.2,62.0,0.8,0.1,0.2,1.5,2.6,3.0,1.0,0.8,0.2,5.0
21.0,25.0,24.0,12.0,160.0,52.8,51.5,50.7,50.2,50.7,72.0,70.0,70.0,69.5,70.0,1.3,0.8,0.5,-0.5,2.1,2.0,0.0,0.5,-0.5,2.0
17.0,20.0,17.0,13.0,168.0,74.0,71.4,71.0,70.5,70.6,93.0,90.0,87.0,87.0,88.0,2.6,0.4,0.5,-0.1,3.4,3.0,3.0,0.0,-1.0,5.0
21.0,25.0,23.0,14.0,172.0,78.0,76.0,74.5,74.6,73.5,96.0,93.0,90.0,91.0,88.0,2.0,1.5,-0.1,1.1,4.5,3.0,3.0,-1.0,3.0,8.0
24.0,24.0,27.0,24.0,162.0,62.0,60.0,60.0,59.0,59.0,78.0,74.0,74.0,72.5,72.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,1.5,0.5,6.0
28.0,28.0,27.0,28.0,167.0,61.0,59.6,59.4,58.8,58.1,75.0,77.0,71.5,70.0,69.0,1.4,0.2,0.6,0.7,2.9,-2.0,5.5,1.5,1.0,6.0
24.0,27.0,27.0,28.0,162.0,63.0,61.8,61.4,60.4,61.2,74.5,74.0,73.0,72.0,72.0,1.2,0.4,1.0,-0.8,1.8,0.5,1.0,1.0,0.0,2.5
14.0,21.0,12.0,7.0,158.0,59.3,57.6,57.6,57.5,57.2,78.0,76.0,75.0,74.0,74.0,1.7,0.0,0.1,0.3,2.1,2.0,1.0,1.0,0.0,4.0
22.0,27.0,26.0,28.0,164.0,66.7,65.4,64.5,63.7,63.5,77.0,75.0,73.0,72.0,72.0,1.3,0.9,0.8,0.2,3.2,2.0,2.0,1.0,0.0,5.0
22.0,28.0,18.0,26.0,159.0,50.0,49.5,48.4,47.9,47.4,66.0,64.5,63.5,63.0,61.5,0.5,1.1,0.5,0.5,2.6,1.5,1.0,0.5,1.5,4.5
19.0,13.0,24.0,19.0,168.0,60.5,58.9,59.2,59.0,58.4,78.0,76.0,76.0,75.0,74.5,1.6,-0.3,0.2,0.6,2.1,2.0,0.0,1.0,0.5,3.5
11.0,18.0,13.0,2.0,166.0,64.7,63.4,62.3,62.2,62.3,73.0,72.0,69.0,69.5,71.0,1.3,1.1,0.1,-0.1,2.4,1.0,3.0,-0.5,-1.5,2.0
19.0,22.0,20.0,18.0,172.0,82.0,80.2,78.2,77.0,77.7,90.0,87.4,86.0,84.2,84.5,1.8,2.0,1.2,-0.7,4.3,2.6,1.4,1.8,-0.3,5.5
28.0,28.0,28.0,27.0,173.0,79.0,77.3,76.3,75.3,73.7,90.0,88.0,89.0,88.0,87.0,1.7,1.0,1.0,1.6,5.3,2.0,-1.0,1.0,1.0,3.0
25.0,28.0,28.0,26.0,160.0,78.2,76.5,74.6,74.8,74.1,85.0,85.0,85.0,84.5,84.0,1.7,1.9,-0.2,0.7,4.1,0.0,0.0,0.5,0.5,1.0
