checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
28.0,27.0,28.0,28.0,153.0,64.5,63.5,63.6,62.7,60.9,85.0,84.5,80.5,80.0,79.5,1.0,-0.1,0.9,1.8,3.6,0.5,4.0,0.5,0.5,5.5
27.0,26.0,28.0,21.0,155.0,59.0,58.0,58.3,57.4,57.0,72.0,70.5,70.0,69.5,69.5,1.0,-0.3,0.9,0.4,2.0,1.5,0.5,0.5,0.0,2.5
18.0,16.0,14.0,5.0,150.0,46.8,46.0,46.5,46.2,46.0,70.0,67.0,68.0,68.0,68.0,0.8,-0.5,0.3,0.2,0.8,3.0,-1.0,0.0,0.0,2.0
23.0,27.0,26.0,24.0,165.0,72.2,70.9,70.3,68.0,67.7,83.0,95.0,97.0,97.0,80.0,1.3,0.6,2.3,0.3,4.5,-12.0,-2.0,0.0,17.0,3.0
25.0,22.0,21.0,15.0,165.0,66.8,65.3,63.0,62.9,62.2,81.0,79.0,77.0,77.0,74.0,1.5,2.3,0.1,0.7,4.6,2.0,2.0,0.0,3.0,7.0
23.0,26.0,25.0,25.0,155.0,44.9,44.5,43.7,44.2,43.4,66.7,66.0,65.5,66.5,65.0,0.4,0.8,-0.5,0.8,1.5,0.7,0.5,-1.0,1.5,1.7
24.0,27.0,24.0,16.0,167.0,66.8,65.2,64.8,64.2,64.0,79.0,78.0,78.0,78.0,77.0,1.6,0.4,0.6,0.2,2.8,1.0,0.0,0.0,1.0,2.0
26.0,24.0,26.0,17.0,168.0,71.0,69.5,69.3,69.1,68.1,88.0,86.0,84.0,81.0,79.0,1.5,0.2,0.2,1.0,2.9,2.0,2.0,3.0,2.0,9.0
21.0,24.0,23.0,19.0,164.0,54.7,53.7,53.0,52.7,52.2,73.0,70.0,68.0,67.0,68.0,1.0,0.7,0.3,0.5,2.5,3.0,2.0,1.0,-1.0,5.0
18.0,21.0,15.0,7.0,158.0,68.3,66.2,65.2,64.5,64.5,85.0,81.5,80.0,79.0,78.0,2.1,1.0,0.7,0.0,3.8,3.5,1.5,1.0,1.0,7.0
23.0,26.0,25.0,23.0,167.0,56.0,54.5,53.6,53.8,53.7,70.0,66.0,66.0,66.0,64.0,1.5,0.9,-0.2,0.1,2.3,4.0,0.0,0.0,2.0,6.0
23.0,26.0,25.0,26.0,165.0,69.0,67.1,67.3,66.4,66.2,82.5,80.0,78.5,77.0,76.5,1.9,-0.2,0.9,0.2,2.8,2.5,1.5,1.5,0.5,6.0
19.0,5.0,4.0,12.0,162.0,57.5,56.0,54.5,54.6,54.6,71.0,66.5,64.0,66.0,66.0,1.5,1.5,-0.1,0.0,2.9,4.5,2.5,-2.0,0.0,5.0
28.0,28.0,28.0,23.0,159.0,52.0,51.1,52.0,51.2,50.7,70.5,67.0,66.0,64.0,64.0,0.9,-0.9,0.8,0.5,1.3,3.5,1.0,2.0,0.0,6.5
24.0,28.0,28.0,27.0,170.0,86.0,84.0,81.5,80.2,79.0,100.0,97.0,96.0,93.0,92.0,2.0,2.5,1.3,1.2,7.0,3.0,1.0,3.0,1.0,8.0
21.0,27.0,26.0,18.0,156.0,49.4,48.8,48.5,48.2,47.4,68.0,65.0,61.0,62.0,63.0,0.6,0.3,0.3,0.8,2.0,3.0,4.0,-1.0,-1.0,5.0
22.0,20.0,18.0,12.0,175.0,80.0,78.2,78.0,77.0,77.0,90.0,86.0,85.0,85.0,84.0,1.8,0.2,1.0,0.0,3.0,4.0,1.0,0.0,1.0,6.0
24.0,28.0,27.0,24.0,163.0,71.2,70.6,69.4,68.5,67.5,86.0,85.0,83.0,81.0,81.0,0.6,1.2,0.9,1.0,3.7,1.0,2.0,2.0,0.0,5.0
21.0,18.0,28.0,28.0,174.0,63.0,61.7,61.6,61.5,60.2,69.0,69.0,69.0,68.0,66.0,1.3,0.1,0.1,1.3,2.8,0.0,0.0,1.0,2.0,3.0
22.0,25.0,14.0,0.0,164.0,76.7,74.2,74.0,73.5,72.3,89.0,83.0,85.0,83.0,83.0,2.5,0.2,0.5,1.2,4.4,6.0,-2.0,2.0,0.0,6.0
18.0,22.0,25.0,26.0,170.0,56.1,55.5,56.2,56.2,55.8,74.0,71.0,70.0,69.0,69.0,0.6,-0.7,0.0,0.4,0.3,3.0,1.0,1.0,0.0,5.0
23.0,27.0,28.0,28.0,163.0,58.0,54.9,54.5,54.2,54.1,74.0,75.0,72.0,70.0,70.0,3.1,0.4,0.3,0.1,3.9,-1.0,3.0,2.0,0.0,4.0
21.0,27.0,27.0,27.0,160.0,55.1,53.3,54.0,53.9,53.6,70.0,69.0,69.0,68.0,68.0,1.8,-0.7,0.1,0.3,1.5,1.0,0.0,1.0,0.0,2.0
23.0,19.0,15.0,10.0,164.0,63.5,63.4,61.8,61.6,61.5,71.0,72.0,72.0,69.0,66.0,0.1,1.6,0.2,0.1,2.0,-1.0,0.0,3.0,3.0,5.0
28.0,28.0,28.0,28.0,166.0,57.2,55.9,55.8,55.0,54.0,72.0,70.5,70.0,70.0,68.0,1.3,0.1,0.8,1.0,3.2,1.5,0.5,0.0,2.0,4.0
22.0,27.0,28.0,28.0,158.0,52.0,51.5,51.5,51.0,50.8,69.0,67.5,67.0,66.0,66.0,0.5,0.0,0.5,0.2,1.2,1.5,0.5,1.0,0.0,3.0
23.0,27.0,23.0,15.0,156.0,57.0,56.0,55.6,54.7,54.0,76.0,73.0,72.5,70.0,69.0,1.0,0.4,0.9,0.7,3.0,3.0,0.5,2.5,1.0,7.0
