checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
22.0,26.0,24.0,21.0,173.0,67.3,66.7,65.0,65.5,64.6,70.0,68.6,67.7,67.6,67.2,0.6,1.7,-0.5,0.9,2.7,1.4,0.9,0.1,0.4,2.8
24.0,27.0,26.0,24.0,160.0,57.1,54.4,53.9,52.7,52.8,77.0,70.0,70.0,68.0,67.0,2.7,0.5,1.2,-0.1,4.3,7.0,0.0,2.0,1.0,10.0
22.0,26.0,24.0,25.0,164.0,61.5,61.0,60.7,61.0,59.7,81.0,80.0,80.0,80.0,78.0,0.5,0.3,-0.3,1.3,1.8,1.0,0.0,0.0,2.0,3.0
19.0,27.0,26.0,22.0,158.0,64.1,62.4,62.6,61.4,61.5,82.0,77.0,78.0,77.0,77.0,1.7,-0.2,1.2,-0.1,2.6,5.0,-1.0,1.0,0.0,5.0
24.0,24.0,10.0,14.0,161.0,55.5,54.8,53.7,52.9,52.9,70.0,70.0,65.0,68.0,65.0,0.7,1.1,0.8,0.0,2.6,0.0,5.0,-3.0,3.0,5.0
21.0,24.0,25.0,24.0,165.0,51.4,50.7,50.9,50.9,50.5,70.0,68.0,70.0,70.0,67.0,0.7,-0.2,0.0,0.4,0.9,2.0,-2.0,0.0,3.0,3.0
20.0,22.0,23.0,21.0,170.0,78.4,75.6,74.5,72.4,72.1,93.0,69.0,89.0,87.0,87.0,2.8,1.1,2.1,0.3,6.3,24.0,-20.0,2.0,0.0,6.0
23.0,26.0,26.0,26.0,170.0,61.9,60.8,59.8,58.9,58.8,69.0,68.0,66.0,66.5,65.0,1.1,1.0,0.9,0.1,3.1,1.0,2.0,-0.5,1.5,4.0
0.0,0.0,6.0,0.0,166.0,56.4,55.5,55.0,54.8,54.4,68.0,68.0,68.0,66.5,65.5,0.9,0.5,0.2,0.4,2.0,0.0,0.0,1.5,1.0,2.5
24.0,28.0,26.0,22.0,163.0,61.0,58.2,59.0,58.1,57.3,76.0,71.0,71.5,69.0,68.0,2.8,-0.8,0.9,0.8,3.7,5.0,-0.5,2.5,1.0,8.0
18.0,23.0,24.0,14.0,169.0,64.2,62.8,62.8,63.1,62.4,74.0,74.0,71.0,70.0,70.0,1.4,0.0,-0.3,0.7,1.8,0.0,3.0,1.0,0.0,4.0
19.0,19.0,15.0,6.0,158.0,68.0,62.8,61.2,60.0,59.0,80.0,78.0,80.0,78.0,78.0,5.2,1.6,1.2,1.0,9.0,2.0,-2.0,2.0,0.0,2.0
17.0,14.0,7.0,3.0,157.0,52.8,51.3,50.3,50.3,49.0,67.0,62.0,61.0,61.0,61.0,1.5,1.0,0.0,1.3,3.8,5.0,1.0,0.0,0.0,6.0
21.0,21.0,13.0,8.0,176.0,82.0,80.7,79.2,78.6,78.1,90.0,90.0,86.0,86.0,85.0,1.3,1.5,0.6,0.5,3.9,0.0,4.0,0.0,1.0,5.0
28.0,26.0,24.0,25.0,160.0,75.0,73.7,72.5,71.4,70.0,86.0,85.0,83.5,80.0,80.0,1.3,1.2,1.1,1.4,5.0,1.0,1.5,3.5,0.0,6.0
23.0,26.0,27.0,16.0,158.0,57.0,55.2,54.9,55.3,55.5,69.0,66.0,65.0,65.0,65.0,1.8,0.3,-0.4,-0.2,1.5,3.0,1.0,0.0,0.0,4.0
